lang,severity,f1,em,chrf,bleu
de,Major,0.8333333333333333,0.5,85.61640317443079,50.00000000000002
de,Major,0.0,0.0,0,0
de,Minor,0.0,0.0,0,0
de,Major,0.0,0.0,0,0
de,Major,0.0,0.0,0,0
de,Major,0.0,0.0,0,0
de,Minor,0.0,0.0,0,0
de,Major,0.0,0.0,0,0
de,Major,0.0,0.0,0,0
de,Major,0.0,0.0,0,0
de,Major,0.0,0.0,0,0
de,Minor,0.0,0.0,0,0
de,Major,0.0,0.0,0,0
de,Major,0.0,0.0,0,0
de,Major,0.0,0.0,0,0
de,Minor,0.0,0.0,0,0
de,Neutral,1.0,1.0,100.0,100.00000000000004
de,Minor,0.9333333333333335,0.6666666666666666,88.01852571774361,72.34352611892031
de,Minor,0.8928571428571429,0.5,84.47644463989019,73.16457143780688
de,Minor,0.8928571428571429,0.5,84.47644463989019,73.16457143780688
de,Minor,0.9444444444444444,0.75,91.77961808012371,91.0295097107489
de,Minor,0.9444444444444444,0.75,91.77961808012371,91.0295097107489
de,Minor,0.9444444444444444,0.75,91.77961808012371,91.0295097107489
de,Minor,0.9444444444444444,0.75,91.77961808012371,91.0295097107489
de,Critical,0.9444444444444444,0.75,91.77961808012371,91.0295097107489
de,Minor,0.888888888888889,0.0,68.45549591408616,30.213753973567677
de,Minor,0.888888888888889,0.0,68.45549591408616,30.213753973567677
de,Minor,0.888888888888889,0.0,68.45549591408616,30.213753973567677
de,Minor,1.0,1.0,81.41489816799414,62.50000000000001
de,Major,1.0,1.0,100.0,100.00000000000004
de,Neutral,1.0,0.6666666666666666,85.18429736566992,75.8386868024851
de,Neutral,0.7272727272727273,0.5,73.93366775627216,62.70331870386539
de,Neutral,1.0,1.0,100.0,100.00000000000004
de,Neutral,0.5,0.5,50.0,50.00000000000002
de,Neutral,1.0,1.0,100.0,100.00000000000004
de,Neutral,1.0,1.0,100.0,100.00000000000004
de,Neutral,1.0,1.0,100.0,100.00000000000004
de,Neutral,0.8333333333333333,0.5,88.63466938897861,67.6776695296637
de,Neutral,0.0,0.0,0,0
de,Neutral,1.0,1.0,100.0,100.00000000000004
de,Major,1.0,1.0,100.0,100.00000000000004
de,Minor,0.7361111111111112,0.5,77.5245659356594,66.91282505906916
de,Major,0.6,0.3333333333333333,56.746801848040754,48.76925720663677
